# Fitted chi: 0.227092 +- 0.00616732
# Scaling factor for file 1: 0.620605 +- 0.0025632
# Scaling factor for file 2: -0.0789456 +- 0.0488974
# Scaling factor for file 3: -0.010743 +- 0.182291
# Scaling factor for file 4: 0.463054 +- 0.148773

@type xydy
0.3011719 47.093 0.148231521949
0.3059148 46.666817 0.146385590187
0.3106577 46.677424 0.145248102105
0.3154005 46.429755 0.143746481588
0.3201434 46.081029 0.142125162992
0.3248863 45.970827 0.140894366988
0.3296291 45.845269 0.139657854286
0.334372 45.896968 0.138721048411
0.3391149 45.623942 0.138764970624
0.3438577 45.582947 0.140495051313
0.3486006 45.276652 0.143586612721
0.3533435 45.272777 0.146214236233
0.3580863 45.061226 0.147685600502
0.3628292 44.971604 0.148993797818
0.367572 45.05385 0.150357448084
0.3723149 44.616845 0.150727689592
0.3770578 44.276675 0.15115684736
0.3818006 44.242431 0.151904538367
0.3865435 44.32176 0.152790794074
0.3912864 44.059097 0.152948215156
0.3960292 44.053051 0.153566134391
0.4007721 43.931143 0.154009103411
0.405515 43.987105 0.1594185302
0.4102578 43.609046 0.162871310848
0.4150007 43.693024 0.166597806162
0.4197436 43.552734 0.168891883256
0.4244864 43.356848 0.17124022042
0.4292293 43.234454 0.173610681605
0.4339722 43.317219 0.176437572938
0.438715 42.896215 0.178139592079
0.4434579 42.632076 0.180199110899
0.4482008 42.832972 0.183672983632
0.4529436 42.332501 0.185572844552
0.4576865 42.443253 0.187755919751
0.4624294 42.23855 0.18886273126
0.4671722 42.247212 0.187949060779
0.4719151 42.424923 0.180930745935
0.4766579 42.052451 0.176743236858
0.4814008 42.186539 0.174776157242
0.4861437 41.792168 0.172244857647
0.4908865 41.435641 0.17011025814
0.4956294 41.44798 0.168938270551
0.5003723 41.383548 0.167745237403
0.5051151 41.329427 0.166684383862
0.509858 41.211311 0.165580748291
0.5146009 40.827069 0.164011260315
0.5193437 40.722745 0.163052149654
0.5240866 40.606636 0.162118101595
0.5288295 40.5309 0.161303768467
