#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7748E-01  0.2833E-01  0.4001E-03
  0.1550E+00  0.6011E-01  0.6908E-03
  0.2324E+00  0.9524E-01  0.8782E-03
  0.3099E+00  0.1335E+00  0.9716E-03
  0.3874E+00  0.1748E+00  0.9838E-03
  0.4649E+00  0.2186E+00  0.9321E-03
  0.5424E+00  0.2648E+00  0.8392E-03
  0.6198E+00  0.3127E+00  0.7364E-03
  0.6973E+00  0.3621E+00  0.6656E-03
  0.7748E+00  0.4125E+00  0.6676E-03
  0.8523E+00  0.4632E+00  0.7501E-03
  0.9298E+00  0.5139E+00  0.8825E-03
  0.1007E+01  0.5640E+00  0.1028E-02
  0.1085E+01  0.6129E+00  0.1162E-02
  0.1162E+01  0.6603E+00  0.1268E-02
  0.1240E+01  0.7055E+00  0.1339E-02
  0.1317E+01  0.7482E+00  0.1370E-02
  0.1395E+01  0.7879E+00  0.1366E-02
  0.1472E+01  0.8244E+00  0.1331E-02
  0.1550E+01  0.8572E+00  0.1277E-02
  0.1627E+01  0.8862E+00  0.1219E-02
  0.1705E+01  0.9112E+00  0.1175E-02
  0.1782E+01  0.9319E+00  0.1161E-02
  0.1860E+01  0.9484E+00  0.1185E-02
  0.1937E+01  0.9607E+00  0.1247E-02
  0.2014E+01  0.9688E+00  0.1334E-02
  0.2092E+01  0.9728E+00  0.1433E-02
  0.2169E+01  0.9728E+00  0.1530E-02
  0.2247E+01  0.9692E+00  0.1614E-02
  0.2324E+01  0.9620E+00  0.1679E-02
  0.2402E+01  0.9517E+00  0.1721E-02
  0.2479E+01  0.9386E+00  0.1743E-02
  0.2557E+01  0.9228E+00  0.1750E-02
  0.2634E+01  0.9049E+00  0.1748E-02
  0.2712E+01  0.8851E+00  0.1748E-02
  0.2789E+01  0.8638E+00  0.1758E-02
  0.2867E+01  0.8414E+00  0.1784E-02
  0.2944E+01  0.8180E+00  0.1831E-02
  0.3022E+01  0.7941E+00  0.1895E-02
  0.3099E+01  0.7700E+00  0.1973E-02
  0.3177E+01  0.7457E+00  0.2055E-02
  0.3254E+01  0.7217E+00  0.2134E-02
  0.3332E+01  0.6980E+00  0.2202E-02
  0.3409E+01  0.6747E+00  0.2254E-02
  0.3487E+01  0.6521E+00  0.2288E-02
  0.3564E+01  0.6302E+00  0.2303E-02
  0.3642E+01  0.6089E+00  0.2302E-02
  0.3719E+01  0.5884E+00  0.2291E-02
  0.3797E+01  0.5686E+00  0.2275E-02
  0.3874E+01  0.5495E+00  0.2263E-02
  0.3951E+01  0.5311E+00  0.2261E-02
  0.4029E+01  0.5132E+00  0.2275E-02
  0.4106E+01  0.4959E+00  0.2307E-02
  0.4184E+01  0.4789E+00  0.2355E-02
  0.4261E+01  0.4624E+00  0.2418E-02
  0.4339E+01  0.4461E+00  0.2488E-02
  0.4416E+01  0.4301E+00  0.2559E-02
  0.4494E+01  0.4142E+00  0.2627E-02
  0.4571E+01  0.3984E+00  0.2686E-02
  0.4649E+01  0.3827E+00  0.2735E-02
  0.4726E+01  0.3671E+00  0.2772E-02
  0.4804E+01  0.3515E+00  0.2797E-02
  0.4881E+01  0.3360E+00  0.2814E-02
  0.4959E+01  0.3206E+00  0.2825E-02
  0.5036E+01  0.3053E+00  0.2835E-02
  0.5114E+01  0.2902E+00  0.2846E-02
  0.5191E+01  0.2752E+00  0.2860E-02
  0.5269E+01  0.2606E+00  0.2881E-02
  0.5346E+01  0.2463E+00  0.2908E-02
  0.5424E+01  0.2324E+00  0.2940E-02
  0.5501E+01  0.2189E+00  0.2975E-02
  0.5579E+01  0.2059E+00  0.3012E-02
  0.5656E+01  0.1935E+00  0.3047E-02
  0.5734E+01  0.1816E+00  0.3079E-02
  0.5811E+01  0.1704E+00  0.3106E-02
  0.5888E+01  0.1597E+00  0.3126E-02
  0.5966E+01  0.1497E+00  0.3140E-02
  0.6043E+01  0.1404E+00  0.3147E-02
  0.6121E+01  0.1316E+00  0.3147E-02
  0.6198E+01  0.1235E+00  0.3143E-02
  0.6276E+01  0.1159E+00  0.3135E-02
  0.6353E+01  0.1088E+00  0.3125E-02
  0.6431E+01  0.1021E+00  0.3114E-02
  0.6508E+01  0.9583E-01  0.3105E-02
  0.6586E+01  0.8988E-01  0.3098E-02
  0.6663E+01  0.8419E-01  0.3094E-02
  0.6741E+01  0.7869E-01  0.3091E-02
  0.6818E+01  0.7332E-01  0.3088E-02
  0.6896E+01  0.6800E-01  0.3079E-02
  0.6973E+01  0.6268E-01  0.3058E-02
  0.7051E+01  0.5731E-01  0.3017E-02
  0.7128E+01  0.5182E-01  0.2946E-02
  0.7206E+01  0.4619E-01  0.2835E-02
  0.7283E+01  0.4036E-01  0.2671E-02
  0.7361E+01  0.3430E-01  0.2444E-02
  0.7438E+01  0.2800E-01  0.2142E-02
  0.7516E+01  0.2143E-01  0.1755E-02
  0.7593E+01  0.1458E-01  0.1274E-02
  0.7671E+01  0.7434E-02  0.6908E-03
  0.7748E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.29     , I(0) =   0.4265E+02
#     Real space: Rg =    2.30 +- 0.005  I(0) =   0.4265E+02 +-  0.7400E-01
