#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7682E-01  0.3273E-01  0.4792E-03
  0.1536E+00  0.6802E-01  0.8188E-03
  0.2305E+00  0.1058E+00  0.1026E-02
  0.3073E+00  0.1459E+00  0.1114E-02
  0.3841E+00  0.1883E+00  0.1099E-02
  0.4609E+00  0.2326E+00  0.1005E-02
  0.5377E+00  0.2787E+00  0.8631E-03
  0.6146E+00  0.3261E+00  0.7235E-03
  0.6914E+00  0.3747E+00  0.6595E-03
  0.7682E+00  0.4241E+00  0.7274E-03
  0.8450E+00  0.4737E+00  0.8991E-03
  0.9218E+00  0.5233E+00  0.1109E-02
  0.9987E+00  0.5725E+00  0.1312E-02
  0.1075E+01  0.6207E+00  0.1481E-02
  0.1152E+01  0.6675E+00  0.1602E-02
  0.1229E+01  0.7126E+00  0.1668E-02
  0.1306E+01  0.7554E+00  0.1679E-02
  0.1383E+01  0.7957E+00  0.1641E-02
  0.1460E+01  0.8329E+00  0.1566E-02
  0.1536E+01  0.8669E+00  0.1475E-02
  0.1613E+01  0.8972E+00  0.1393E-02
  0.1690E+01  0.9236E+00  0.1350E-02
  0.1767E+01  0.9460E+00  0.1367E-02
  0.1844E+01  0.9642E+00  0.1448E-02
  0.1921E+01  0.9781E+00  0.1576E-02
  0.1997E+01  0.9877E+00  0.1727E-02
  0.2074E+01  0.9929E+00  0.1876E-02
  0.2151E+01  0.9940E+00  0.2004E-02
  0.2228E+01  0.9911E+00  0.2098E-02
  0.2305E+01  0.9843E+00  0.2151E-02
  0.2381E+01  0.9739E+00  0.2162E-02
  0.2458E+01  0.9603E+00  0.2136E-02
  0.2535E+01  0.9437E+00  0.2083E-02
  0.2612E+01  0.9245E+00  0.2021E-02
  0.2689E+01  0.9032E+00  0.1967E-02
  0.2766E+01  0.8800E+00  0.1942E-02
  0.2842E+01  0.8554E+00  0.1961E-02
  0.2919E+01  0.8298E+00  0.2028E-02
  0.2996E+01  0.8036E+00  0.2138E-02
  0.3073E+01  0.7770E+00  0.2273E-02
  0.3150E+01  0.7505E+00  0.2417E-02
  0.3226E+01  0.7242E+00  0.2552E-02
  0.3303E+01  0.6985E+00  0.2665E-02
  0.3380E+01  0.6735E+00  0.2745E-02
  0.3457E+01  0.6494E+00  0.2790E-02
  0.3534E+01  0.6262E+00  0.2800E-02
  0.3611E+01  0.6041E+00  0.2778E-02
  0.3687E+01  0.5830E+00  0.2734E-02
  0.3764E+01  0.5630E+00  0.2679E-02
  0.3841E+01  0.5439E+00  0.2626E-02
  0.3918E+01  0.5257E+00  0.2586E-02
  0.3995E+01  0.5082E+00  0.2569E-02
  0.4071E+01  0.4914E+00  0.2579E-02
  0.4148E+01  0.4751E+00  0.2613E-02
  0.4225E+01  0.4592E+00  0.2665E-02
  0.4302E+01  0.4435E+00  0.2725E-02
  0.4379E+01  0.4279E+00  0.2781E-02
  0.4456E+01  0.4124E+00  0.2826E-02
  0.4532E+01  0.3968E+00  0.2854E-02
  0.4609E+01  0.3810E+00  0.2864E-02
  0.4686E+01  0.3651E+00  0.2858E-02
  0.4763E+01  0.3490E+00  0.2844E-02
  0.4840E+01  0.3328E+00  0.2830E-02
  0.4916E+01  0.3164E+00  0.2828E-02
  0.4993E+01  0.3000E+00  0.2848E-02
  0.5070E+01  0.2836E+00  0.2896E-02
  0.5147E+01  0.2674E+00  0.2975E-02
  0.5224E+01  0.2514E+00  0.3081E-02
  0.5301E+01  0.2358E+00  0.3206E-02
  0.5377E+01  0.2206E+00  0.3340E-02
  0.5454E+01  0.2060E+00  0.3470E-02
  0.5531E+01  0.1921E+00  0.3588E-02
  0.5608E+01  0.1790E+00  0.3685E-02
  0.5685E+01  0.1667E+00  0.3755E-02
  0.5761E+01  0.1553E+00  0.3797E-02
  0.5838E+01  0.1448E+00  0.3811E-02
  0.5915E+01  0.1353E+00  0.3801E-02
  0.5992E+01  0.1266E+00  0.3775E-02
  0.6069E+01  0.1188E+00  0.3741E-02
  0.6146E+01  0.1118E+00  0.3709E-02
  0.6222E+01  0.1056E+00  0.3692E-02
  0.6299E+01  0.9997E-01  0.3697E-02
  0.6376E+01  0.9490E-01  0.3731E-02
  0.6453E+01  0.9024E-01  0.3797E-02
  0.6530E+01  0.8588E-01  0.3891E-02
  0.6607E+01  0.8171E-01  0.4005E-02
  0.6683E+01  0.7761E-01  0.4128E-02
  0.6760E+01  0.7347E-01  0.4247E-02
  0.6837E+01  0.6920E-01  0.4346E-02
  0.6914E+01  0.6472E-01  0.4409E-02
  0.6991E+01  0.5995E-01  0.4421E-02
  0.7067E+01  0.5483E-01  0.4368E-02
  0.7144E+01  0.4933E-01  0.4234E-02
  0.7221E+01  0.4343E-01  0.4005E-02
  0.7298E+01  0.3712E-01  0.3669E-02
  0.7375E+01  0.3041E-01  0.3214E-02
  0.7452E+01  0.2331E-01  0.2629E-02
  0.7528E+01  0.1585E-01  0.1903E-02
  0.7605E+01  0.8064E-02  0.1029E-02
  0.7682E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.25     , I(0) =   0.4254E+02
#     Real space: Rg =    2.26 +- 0.006  I(0) =   0.4254E+02 +-  0.8242E-01
