#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7564E-01  0.2357E-01  0.3954E-03
  0.1513E+00  0.4977E-01  0.6784E-03
  0.2269E+00  0.7853E-01  0.8555E-03
  0.3026E+00  0.1097E+00  0.9371E-03
  0.3782E+00  0.1431E+00  0.9383E-03
  0.4538E+00  0.1786E+00  0.8793E-03
  0.5295E+00  0.2158E+00  0.7881E-03
  0.6051E+00  0.2545E+00  0.7044E-03
  0.6808E+00  0.2943E+00  0.6768E-03
  0.7564E+00  0.3348E+00  0.7353E-03
  0.8320E+00  0.3758E+00  0.8644E-03
  0.9077E+00  0.4167E+00  0.1025E-02
  0.9833E+00  0.4572E+00  0.1186E-02
  0.1059E+01  0.4969E+00  0.1324E-02
  0.1135E+01  0.5353E+00  0.1428E-02
  0.1210E+01  0.5722E+00  0.1492E-02
  0.1286E+01  0.6070E+00  0.1515E-02
  0.1362E+01  0.6396E+00  0.1500E-02
  0.1437E+01  0.6696E+00  0.1457E-02
  0.1513E+01  0.6967E+00  0.1399E-02
  0.1588E+01  0.7208E+00  0.1342E-02
  0.1664E+01  0.7415E+00  0.1304E-02
  0.1740E+01  0.7589E+00  0.1299E-02
  0.1815E+01  0.7727E+00  0.1330E-02
  0.1891E+01  0.7831E+00  0.1391E-02
  0.1967E+01  0.7899E+00  0.1469E-02
  0.2042E+01  0.7933E+00  0.1547E-02
  0.2118E+01  0.7935E+00  0.1612E-02
  0.2194E+01  0.7904E+00  0.1654E-02
  0.2269E+01  0.7844E+00  0.1669E-02
  0.2345E+01  0.7757E+00  0.1658E-02
  0.2420E+01  0.7645E+00  0.1626E-02
  0.2496E+01  0.7511E+00  0.1586E-02
  0.2572E+01  0.7358E+00  0.1554E-02
  0.2647E+01  0.7189E+00  0.1547E-02
  0.2723E+01  0.7007E+00  0.1580E-02
  0.2799E+01  0.6816E+00  0.1658E-02
  0.2874E+01  0.6617E+00  0.1776E-02
  0.2950E+01  0.6415E+00  0.1919E-02
  0.3026E+01  0.6210E+00  0.2070E-02
  0.3101E+01  0.6006E+00  0.2214E-02
  0.3177E+01  0.5805E+00  0.2336E-02
  0.3253E+01  0.5608E+00  0.2426E-02
  0.3328E+01  0.5417E+00  0.2478E-02
  0.3404E+01  0.5232E+00  0.2491E-02
  0.3479E+01  0.5054E+00  0.2468E-02
  0.3555E+01  0.4884E+00  0.2415E-02
  0.3631E+01  0.4721E+00  0.2344E-02
  0.3706E+01  0.4566E+00  0.2270E-02
  0.3782E+01  0.4417E+00  0.2210E-02
  0.3858E+01  0.4275E+00  0.2181E-02
  0.3933E+01  0.4138E+00  0.2194E-02
  0.4009E+01  0.4005E+00  0.2253E-02
  0.4085E+01  0.3876E+00  0.2349E-02
  0.4160E+01  0.3749E+00  0.2471E-02
  0.4236E+01  0.3624E+00  0.2601E-02
  0.4311E+01  0.3499E+00  0.2725E-02
  0.4387E+01  0.3374E+00  0.2831E-02
  0.4463E+01  0.3249E+00  0.2911E-02
  0.4538E+01  0.3122E+00  0.2960E-02
  0.4614E+01  0.2994E+00  0.2980E-02
  0.4690E+01  0.2865E+00  0.2974E-02
  0.4765E+01  0.2734E+00  0.2949E-02
  0.4841E+01  0.2602E+00  0.2917E-02
  0.4917E+01  0.2470E+00  0.2888E-02
  0.4992E+01  0.2338E+00  0.2873E-02
  0.5068E+01  0.2207E+00  0.2879E-02
  0.5144E+01  0.2077E+00  0.2909E-02
  0.5219E+01  0.1949E+00  0.2961E-02
  0.5295E+01  0.1825E+00  0.3028E-02
  0.5370E+01  0.1705E+00  0.3102E-02
  0.5446E+01  0.1590E+00  0.3172E-02
  0.5522E+01  0.1480E+00  0.3230E-02
  0.5597E+01  0.1377E+00  0.3269E-02
  0.5673E+01  0.1280E+00  0.3286E-02
  0.5749E+01  0.1190E+00  0.3282E-02
  0.5824E+01  0.1107E+00  0.3260E-02
  0.5900E+01  0.1032E+00  0.3230E-02
  0.5976E+01  0.9635E-01  0.3201E-02
  0.6051E+01  0.9017E-01  0.3186E-02
  0.6127E+01  0.8461E-01  0.3197E-02
  0.6202E+01  0.7962E-01  0.3243E-02
  0.6278E+01  0.7511E-01  0.3326E-02
  0.6354E+01  0.7102E-01  0.3446E-02
  0.6429E+01  0.6725E-01  0.3593E-02
  0.6505E+01  0.6372E-01  0.3755E-02
  0.6581E+01  0.6034E-01  0.3918E-02
  0.6656E+01  0.5703E-01  0.4065E-02
  0.6732E+01  0.5369E-01  0.4183E-02
  0.6808E+01  0.5025E-01  0.4256E-02
  0.6883E+01  0.4664E-01  0.4271E-02
  0.6959E+01  0.4281E-01  0.4216E-02
  0.7035E+01  0.3869E-01  0.4078E-02
  0.7110E+01  0.3425E-01  0.3847E-02
  0.7186E+01  0.2947E-01  0.3513E-02
  0.7261E+01  0.2432E-01  0.3067E-02
  0.7337E+01  0.1879E-01  0.2500E-02
  0.7413E+01  0.1289E-01  0.1804E-02
  0.7488E+01  0.6622E-02  0.9724E-03
  0.7564E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.22     , I(0) =   0.3362E+02
#     Real space: Rg =    2.23 +- 0.007  I(0) =   0.3363E+02 +-  0.6883E-01
