#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7923E-01  0.3479E-01  0.5228E-03
  0.1585E+00  0.7325E-01  0.8866E-03
  0.2377E+00  0.1153E+00  0.1101E-02
  0.3169E+00  0.1607E+00  0.1181E-02
  0.3962E+00  0.2093E+00  0.1149E-02
  0.4754E+00  0.2607E+00  0.1036E-02
  0.5546E+00  0.3146E+00  0.8837E-03
  0.6338E+00  0.3706E+00  0.7599E-03
  0.7131E+00  0.4283E+00  0.7476E-03
  0.7923E+00  0.4871E+00  0.8741E-03
  0.8715E+00  0.5465E+00  0.1081E-02
  0.9508E+00  0.6060E+00  0.1304E-02
  0.1030E+01  0.6649E+00  0.1500E-02
  0.1109E+01  0.7228E+00  0.1646E-02
  0.1188E+01  0.7790E+00  0.1730E-02
  0.1268E+01  0.8330E+00  0.1749E-02
  0.1347E+01  0.8842E+00  0.1706E-02
  0.1426E+01  0.9322E+00  0.1615E-02
  0.1505E+01  0.9765E+00  0.1498E-02
  0.1585E+01  0.1017E+01  0.1388E-02
  0.1664E+01  0.1052E+01  0.1325E-02
  0.1743E+01  0.1083E+01  0.1340E-02
  0.1822E+01  0.1109E+01  0.1441E-02
  0.1902E+01  0.1130E+01  0.1603E-02
  0.1981E+01  0.1145E+01  0.1790E-02
  0.2060E+01  0.1156E+01  0.1969E-02
  0.2139E+01  0.1161E+01  0.2118E-02
  0.2218E+01  0.1161E+01  0.2219E-02
  0.2298E+01  0.1157E+01  0.2265E-02
  0.2377E+01  0.1148E+01  0.2255E-02
  0.2456E+01  0.1135E+01  0.2195E-02
  0.2535E+01  0.1118E+01  0.2098E-02
  0.2615E+01  0.1098E+01  0.1983E-02
  0.2694E+01  0.1075E+01  0.1878E-02
  0.2773E+01  0.1050E+01  0.1813E-02
  0.2852E+01  0.1022E+01  0.1811E-02
  0.2932E+01  0.9936E+00  0.1881E-02
  0.3011E+01  0.9638E+00  0.2012E-02
  0.3090E+01  0.9335E+00  0.2181E-02
  0.3169E+01  0.9029E+00  0.2360E-02
  0.3248E+01  0.8725E+00  0.2529E-02
  0.3328E+01  0.8425E+00  0.2673E-02
  0.3407E+01  0.8132E+00  0.2782E-02
  0.3486E+01  0.7848E+00  0.2855E-02
  0.3565E+01  0.7574E+00  0.2894E-02
  0.3645E+01  0.7311E+00  0.2905E-02
  0.3724E+01  0.7059E+00  0.2899E-02
  0.3803E+01  0.6819E+00  0.2885E-02
  0.3882E+01  0.6590E+00  0.2875E-02
  0.3961E+01  0.6370E+00  0.2875E-02
  0.4041E+01  0.6160E+00  0.2891E-02
  0.4120E+01  0.5957E+00  0.2922E-02
  0.4199E+01  0.5761E+00  0.2963E-02
  0.4278E+01  0.5569E+00  0.3010E-02
  0.4358E+01  0.5381E+00  0.3057E-02
  0.4437E+01  0.5195E+00  0.3100E-02
  0.4516E+01  0.5009E+00  0.3139E-02
  0.4595E+01  0.4824E+00  0.3176E-02
  0.4675E+01  0.4638E+00  0.3214E-02
  0.4754E+01  0.4451E+00  0.3260E-02
  0.4833E+01  0.4262E+00  0.3316E-02
  0.4912E+01  0.4072E+00  0.3385E-02
  0.4991E+01  0.3882E+00  0.3467E-02
  0.5071E+01  0.3691E+00  0.3554E-02
  0.5150E+01  0.3500E+00  0.3641E-02
  0.5229E+01  0.3311E+00  0.3718E-02
  0.5308E+01  0.3125E+00  0.3777E-02
  0.5388E+01  0.2942E+00  0.3811E-02
  0.5467E+01  0.2765E+00  0.3816E-02
  0.5546E+01  0.2594E+00  0.3794E-02
  0.5625E+01  0.2429E+00  0.3747E-02
  0.5705E+01  0.2273E+00  0.3686E-02
  0.5784E+01  0.2126E+00  0.3622E-02
  0.5863E+01  0.1989E+00  0.3570E-02
  0.5942E+01  0.1862E+00  0.3541E-02
  0.6021E+01  0.1744E+00  0.3547E-02
  0.6101E+01  0.1637E+00  0.3592E-02
  0.6180E+01  0.1540E+00  0.3673E-02
  0.6259E+01  0.1452E+00  0.3783E-02
  0.6338E+01  0.1373E+00  0.3910E-02
  0.6418E+01  0.1302E+00  0.4044E-02
  0.6497E+01  0.1238E+00  0.4175E-02
  0.6576E+01  0.1180E+00  0.4301E-02
  0.6655E+01  0.1126E+00  0.4418E-02
  0.6735E+01  0.1076E+00  0.4530E-02
  0.6814E+01  0.1028E+00  0.4640E-02
  0.6893E+01  0.9812E-01  0.4753E-02
  0.6972E+01  0.9337E-01  0.4868E-02
  0.7051E+01  0.8847E-01  0.4981E-02
  0.7131E+01  0.8332E-01  0.5081E-02
  0.7210E+01  0.7780E-01  0.5152E-02
  0.7289E+01  0.7183E-01  0.5169E-02
  0.7368E+01  0.6532E-01  0.5105E-02
  0.7448E+01  0.5821E-01  0.4932E-02
  0.7527E+01  0.5043E-01  0.4619E-02
  0.7606E+01  0.4193E-01  0.4136E-02
  0.7685E+01  0.3267E-01  0.3456E-02
  0.7765E+01  0.2261E-01  0.2554E-02
  0.7844E+01  0.1173E-01  0.1408E-02
  0.7923E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.34     , I(0) =   0.5131E+02
#     Real space: Rg =    2.35 +- 0.006  I(0) =   0.5131E+02 +-  0.8045E-01
